path,category,rule,gpu,label,schema,driver,frequenciesMeasured,flags,hasSamplesCsv,why
data/frequency-sweeps/20260822-174624_5060ti-gemm-fine-p1-rerun_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-gemm-fine-p1-rerun,0.3.0,610.88,13,no-vram-record,True,
data/frequency-sweeps/20260822-175205_5060ti-membw-fine-p1-rerun_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-membw-fine-p1-rerun,0.3.0,610.88,13,no-vram-record,True,
data/frequency-sweeps/20260822-175706_5060ti-membw-fine-p2-rerun_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-membw-fine-p2-rerun,0.3.0,610.88,13,no-vram-record,True,
data/frequency-sweeps/20260822-180206_5060ti-gemm-fine-p2-rerun_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-gemm-fine-p2-rerun,0.3.0,610.88,13,no-vram-record,True,
data/frequency-sweeps/20260822-182129_5060ti-tuned-gemm-clean-r1_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-tuned-gemm-clean-r1,0.3.0,610.88,13,no-vram-record,True,
data/frequency-sweeps/20260822-182619_5060ti-tuned-gemm-clean-r2_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-tuned-gemm-clean-r2,0.3.0,610.88,13,no-vram-record,True,
data/frequency-sweeps/20260822-183112_5060ti-tuned-membw-clean_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-tuned-membw-clean,0.3.0,610.88,10,no-vram-record,True,
data/frequency-sweeps/20260822-201101_5060ti-stock-gemm-clean-r1_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-stock-gemm-clean-r1,0.3.0,610.88,13,no-vram-record,True,
data/frequency-sweeps/20260822-201554_5060ti-stock-gemm-clean-r2_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-stock-gemm-clean-r2,0.3.0,610.88,13,no-vram-record,True,
data/frequency-sweeps/20260822-211705_5060ti-memonly-gemm-clean-r1_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-memonly-gemm-clean-r1,0.3.0,610.88,13,no-vram-record,True,
data/frequency-sweeps/20260822-212156_5060ti-memonly-gemm-clean-r2_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-memonly-gemm-clean-r2,0.3.0,610.88,13,no-vram-record,True,
data/frequency-sweeps/20260822-213750_5060ti-tuned-gemm-clean-r3_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-tuned-gemm-clean-r3,0.3.0,610.88,13,no-vram-record,True,
data/frequency-sweeps/20260822-215317_5060ti-tuned-gemm-clean-r4_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-tuned-gemm-clean-r4,0.3.0,610.88,13,no-vram-record,True,
data/frequency-sweeps/20260822-215811_5060ti-tuned-gemm-clean-r5_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-tuned-gemm-clean-r5,0.3.0,610.88,13,no-vram-record,True,
data/frequency-sweeps/20260822-220443_5060ti-splitcurve-gemm-clean-r3_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-splitcurve-gemm-clean-r3,0.3.0,610.88,13,no-vram-record,True,
data/frequency-sweeps/abba-20260908/20260908-115201_5060ti-fulltune-suite-copy-a1_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-fulltune-suite-copy-a1,0.3.3,616.64,13,,True,
data/frequency-sweeps/abba-20260908/20260908-115601_5060ti-fulltune-suite-reduce-a1_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-fulltune-suite-reduce-a1,0.3.3,616.64,13,,True,
data/frequency-sweeps/abba-20260908/20260908-120014_5060ti-fulltune-suite-softmax-a1_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-fulltune-suite-softmax-a1,0.3.3,616.64,13,,True,
data/frequency-sweeps/abba-20260908/20260908-120410_5060ti-fulltune-suite-layernorm-a1_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-fulltune-suite-layernorm-a1,0.3.3,616.64,13,,True,
data/frequency-sweeps/abba-20260908/20260908-120811_5060ti-fulltune-suite-bgemm32-a1_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-fulltune-suite-bgemm32-a1,0.3.3,616.64,13,,True,
data/frequency-sweeps/abba-20260908/20260908-121207_5060ti-fulltune-suite-bgemm64-a1_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-fulltune-suite-bgemm64-a1,0.3.3,616.64,13,,True,
data/frequency-sweeps/abba-20260908/20260908-121603_5060ti-fulltune-suite-bgemm128-a1_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-fulltune-suite-bgemm128-a1,0.3.3,616.64,13,,True,
data/frequency-sweeps/abba-20260908/20260908-122024_5060ti-fulltune-suite-bgemm256-a1_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-fulltune-suite-bgemm256-a1,0.3.3,616.64,13,,True,
data/frequency-sweeps/abba-20260908/20260908-122509_5060ti-fulltune-suite-bgemm1024-a1_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-fulltune-suite-bgemm1024-a1,0.3.3,616.64,13,,True,
data/frequency-sweeps/abba-20260908/20260908-122955_5060ti-fulltune-suite-attention-a1_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-fulltune-suite-attention-a1,0.3.3,616.64,13,,True,
data/frequency-sweeps/abba-20260908/20260908-123446_5060ti-fulltune-suite-conv-a1_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-fulltune-suite-conv-a1,0.3.3,616.64,13,,True,
data/frequency-sweeps/abba-20260908/20260908-123934_5060ti-fulltune-suite-gemm-a1_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-fulltune-suite-gemm-a1,0.3.3,616.64,13,,True,
data/frequency-sweeps/abba-20260908/20260908-125526_5060ti-splitcurve-suite-copy-b1_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-splitcurve-suite-copy-b1,0.3.3,616.64,13,,True,
data/frequency-sweeps/abba-20260908/20260908-125922_5060ti-splitcurve-suite-reduce-b1_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-splitcurve-suite-reduce-b1,0.3.3,616.64,13,,True,
data/frequency-sweeps/abba-20260908/20260908-130325_5060ti-splitcurve-suite-softmax-b1_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-splitcurve-suite-softmax-b1,0.3.3,616.64,13,,True,
data/frequency-sweeps/abba-20260908/20260908-130718_5060ti-splitcurve-suite-layernorm-b1_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-splitcurve-suite-layernorm-b1,0.3.3,616.64,13,,True,
data/frequency-sweeps/abba-20260908/20260908-131114_5060ti-splitcurve-suite-bgemm32-b1_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-splitcurve-suite-bgemm32-b1,0.3.3,616.64,13,,True,
data/frequency-sweeps/abba-20260908/20260908-131508_5060ti-splitcurve-suite-bgemm64-b1_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-splitcurve-suite-bgemm64-b1,0.3.3,616.64,13,,True,
data/frequency-sweeps/abba-20260908/20260908-131901_5060ti-splitcurve-suite-bgemm128-b1_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-splitcurve-suite-bgemm128-b1,0.3.3,616.64,13,,True,
data/frequency-sweeps/abba-20260908/20260908-132322_5060ti-splitcurve-suite-bgemm256-b1_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-splitcurve-suite-bgemm256-b1,0.3.3,616.64,13,,True,
data/frequency-sweeps/abba-20260908/20260908-132807_5060ti-splitcurve-suite-bgemm1024-b1_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-splitcurve-suite-bgemm1024-b1,0.3.3,616.64,13,,True,
data/frequency-sweeps/abba-20260908/20260908-133253_5060ti-splitcurve-suite-attention-b1_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-splitcurve-suite-attention-b1,0.3.3,616.64,13,,True,
data/frequency-sweeps/abba-20260908/20260908-133745_5060ti-splitcurve-suite-conv-b1_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-splitcurve-suite-conv-b1,0.3.3,616.64,13,,True,
data/frequency-sweeps/abba-20260908/20260908-134234_5060ti-splitcurve-suite-gemm-b1_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-splitcurve-suite-gemm-b1,0.3.3,616.64,13,,True,
data/frequency-sweeps/abba-20260908/20260908-135801_5060ti-splitcurve-suite-copy-b2_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-splitcurve-suite-copy-b2,0.3.3,616.64,13,,True,
data/frequency-sweeps/abba-20260908/20260908-140157_5060ti-splitcurve-suite-reduce-b2_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-splitcurve-suite-reduce-b2,0.3.3,616.64,13,,True,
data/frequency-sweeps/abba-20260908/20260908-140600_5060ti-splitcurve-suite-softmax-b2_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-splitcurve-suite-softmax-b2,0.3.3,616.64,13,,True,
data/frequency-sweeps/abba-20260908/20260908-140952_5060ti-splitcurve-suite-layernorm-b2_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-splitcurve-suite-layernorm-b2,0.3.3,616.64,13,,True,
data/frequency-sweeps/abba-20260908/20260908-141349_5060ti-splitcurve-suite-bgemm32-b2_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-splitcurve-suite-bgemm32-b2,0.3.3,616.64,13,,True,
data/frequency-sweeps/abba-20260908/20260908-141743_5060ti-splitcurve-suite-bgemm64-b2_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-splitcurve-suite-bgemm64-b2,0.3.3,616.64,13,,True,
data/frequency-sweeps/abba-20260908/20260908-142136_5060ti-splitcurve-suite-bgemm128-b2_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-splitcurve-suite-bgemm128-b2,0.3.3,616.64,13,,True,
data/frequency-sweeps/abba-20260908/20260908-142557_5060ti-splitcurve-suite-bgemm256-b2_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-splitcurve-suite-bgemm256-b2,0.3.3,616.64,13,,True,
data/frequency-sweeps/abba-20260908/20260908-143042_5060ti-splitcurve-suite-bgemm1024-b2_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-splitcurve-suite-bgemm1024-b2,0.3.3,616.64,13,,True,
data/frequency-sweeps/abba-20260908/20260908-143529_5060ti-splitcurve-suite-attention-b2_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-splitcurve-suite-attention-b2,0.3.3,616.64,13,,True,
data/frequency-sweeps/abba-20260908/20260908-144020_5060ti-splitcurve-suite-conv-b2_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-splitcurve-suite-conv-b2,0.3.3,616.64,13,,True,
data/frequency-sweeps/abba-20260908/20260908-144510_5060ti-splitcurve-suite-gemm-b2_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-splitcurve-suite-gemm-b2,0.3.3,616.64,13,,True,
data/frequency-sweeps/abba-20260908/20260908-150036_5060ti-fulltune-suite-copy-a2_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-fulltune-suite-copy-a2,0.3.3,616.64,13,,True,
data/frequency-sweeps/abba-20260908/20260908-150437_5060ti-fulltune-suite-reduce-a2_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-fulltune-suite-reduce-a2,0.3.3,616.64,13,,True,
data/frequency-sweeps/abba-20260908/20260908-150849_5060ti-fulltune-suite-softmax-a2_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-fulltune-suite-softmax-a2,0.3.3,616.64,13,,True,
data/frequency-sweeps/abba-20260908/20260908-151249_5060ti-fulltune-suite-layernorm-a2_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-fulltune-suite-layernorm-a2,0.3.3,616.64,13,,True,
data/frequency-sweeps/abba-20260908/20260908-151702_5060ti-fulltune-suite-bgemm32-a2_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-fulltune-suite-bgemm32-a2,0.3.3,616.64,13,,True,
data/frequency-sweeps/abba-20260908/20260908-152111_5060ti-fulltune-suite-bgemm64-a2_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-fulltune-suite-bgemm64-a2,0.3.3,616.64,13,,True,
data/frequency-sweeps/abba-20260908/20260908-152519_5060ti-fulltune-suite-bgemm128-a2_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-fulltune-suite-bgemm128-a2,0.3.3,616.64,13,,True,
data/frequency-sweeps/abba-20260908/20260908-152953_5060ti-fulltune-suite-bgemm256-a2_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-fulltune-suite-bgemm256-a2,0.3.3,616.64,13,,True,
data/frequency-sweeps/abba-20260908/20260908-153454_5060ti-fulltune-suite-bgemm1024-a2_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-fulltune-suite-bgemm1024-a2,0.3.3,616.64,13,,True,
data/frequency-sweeps/abba-20260908/20260908-153957_5060ti-fulltune-suite-attention-a2_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-fulltune-suite-attention-a2,0.3.3,616.64,13,,True,
data/frequency-sweeps/abba-20260908/20260908-154506_5060ti-fulltune-suite-conv-a2_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-fulltune-suite-conv-a2,0.3.3,616.64,13,,True,
data/frequency-sweeps/abba-20260908/20260908-155014_5060ti-fulltune-suite-gemm-a2_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-fulltune-suite-gemm-a2,0.3.3,616.64,13,,True,
data/frequency-sweeps/curve-rebuild-20260823/20260823-201224_5060ti-curverebuilt-gemm_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-curverebuilt-gemm,0.3.1,610.88,13,no-vram-record,True,
data/frequency-sweeps/curve-rebuild-20260823/20260823-201715_5060ti-curverebuilt-membw_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-curverebuilt-membw,0.3.1,610.88,13,no-vram-record,True,
data/frequency-sweeps/curve-rebuild-20260823/20260823-202324_5060ti-curverebuilt-membw-fine_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-curverebuilt-membw-fine,0.3.1,610.88,10,no-vram-record,True,
data/frequency-sweeps/dense-grid-20260829/20260829-160030_5060ti-stock-dense-copy_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-stock-dense-copy,0.3.1,610.88,13,no-vram-record,True,
data/frequency-sweeps/dense-grid-20260829/20260829-160458_5060ti-stock-dense-reduce_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-stock-dense-reduce,0.3.1,610.88,13,no-vram-record,True,
data/frequency-sweeps/dense-grid-20260829/20260829-160948_5060ti-stock-dense-bgemm64_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-stock-dense-bgemm64,0.3.1,610.88,13,no-vram-record,True,
data/frequency-sweeps/dense-grid-20260829/20260829-161412_5060ti-stock-dense-bgemm1024_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-stock-dense-bgemm1024,0.3.1,610.88,13,no-vram-record,True,
data/frequency-sweeps/dense-grid-20260829/20260829-162009_5060ti-stock-dense-gemm_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-stock-dense-gemm,0.3.1,610.88,13,no-vram-record,True,
data/frequency-sweeps/driver-61664-probe-20260905/20260905-203613_sweep_sweep.json,excluded,declared-not-dataset-grade,NVIDIA GeForce RTX 5060 Ti,sweep,0.3.3,616.64,13,baseline-18.8pct,True,The directory's own README declares the whole directory NOT DATASET-GRADE and says not to pool it with any suite or replicate.
data/frequency-sweeps/identity-probes-20260908/20260908-113628_5060ti-p4-identity-probe_sweep.json,excluded,declared-not-dataset-grade,NVIDIA GeForce RTX 5060 Ti,5060ti-p4-identity-probe,0.3.3,616.64,3,,True,The directory's own README declares the whole directory NOT DATASET-GRADE and says not to pool it with any suite or replicate.
data/frequency-sweeps/identity-probes-20260908/20260908-113758_5060ti-p4-identity-full_sweep.json,excluded,declared-not-dataset-grade,NVIDIA GeForce RTX 5060 Ti,5060ti-p4-identity-full,0.3.3,616.64,13,,True,The directory's own README declares the whole directory NOT DATASET-GRADE and says not to pool it with any suite or replicate.
data/frequency-sweeps/kitverify-20260823/20260823-130319_5060ti-kitverify-ogtune/20260823-130325_5060ti-kitverify-ogtune-gemm_sweep.json,excluded,kit-verification,NVIDIA GeForce RTX 5060 Ti,5060ti-kitverify-ogtune-gemm,0.3.0,610.88,13,no-vram-record,True,"A collection-kit shakedown on known hardware, run to test the KIT rather than the card."
data/frequency-sweeps/kitverify-20260823/20260823-130319_5060ti-kitverify-ogtune/20260823-130834_5060ti-kitverify-ogtune-membw_sweep.json,excluded,kit-verification,NVIDIA GeForce RTX 5060 Ti,5060ti-kitverify-ogtune-membw,0.3.0,610.88,13,no-vram-record,True,"A collection-kit shakedown on known hardware, run to test the KIT rather than the card."
data/frequency-sweeps/kitverify-20260823/20260823-144349_5060ti-kitverify-idle/20260823-144356_5060ti-kitverify-idle-gemm_sweep.json,excluded,kit-verification,NVIDIA GeForce RTX 5060 Ti,5060ti-kitverify-idle-gemm,0.3.1,610.88,13,no-vram-record,True,"A collection-kit shakedown on known hardware, run to test the KIT rather than the card."
data/frequency-sweeps/kitverify-20260823/20260823-144349_5060ti-kitverify-idle/20260823-144845_5060ti-kitverify-idle-membw_sweep.json,excluded,kit-verification,NVIDIA GeForce RTX 5060 Ti,5060ti-kitverify-idle-membw,0.3.1,610.88,13,no-vram-record,True,"A collection-kit shakedown on known hardware, run to test the KIT rather than the card."
data/frequency-sweeps/membw-anomaly-20260819/20260819-204233_5060ti-oc-membw-anomaly_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-oc-membw-anomaly,0.1.0,610.88,10,no-vram-record;no-encoder-telemetry,True,
data/frequency-sweeps/membw-anomaly-20260819/20260820-181307_5060ti-memonly-membw-anomaly_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-memonly-membw-anomaly,0.1.0,610.88,10,no-vram-record;no-encoder-telemetry,True,
data/frequency-sweeps/membw-anomaly-20260819/20260820-183206_5060ti-memonly-gemm_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-memonly-gemm,0.1.0,610.88,13,no-vram-record;no-encoder-telemetry,True,
data/frequency-sweeps/membw-anomaly-20260819/20260820-210822_5060ti-oc-volt-membw_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-oc-volt-membw,0.1.0,610.88,10,no-vram-record;no-encoder-telemetry,True,
data/frequency-sweeps/membw-anomaly-20260819/20260820-211630_5060ti-stock-volt-membw_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-stock-volt-membw,0.1.0,610.88,10,no-vram-record;no-encoder-telemetry,True,
data/frequency-sweeps/membw-anomaly-20260819/20260820-215336_5060ti-curvefixed-membw_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-curvefixed-membw,0.1.0,610.88,13,no-vram-record;no-encoder-telemetry,True,
data/frequency-sweeps/membw-anomaly-20260819/20260820-220226_5060ti-curvefixed-gemm_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-curvefixed-gemm,0.1.0,610.88,13,no-vram-record;no-encoder-telemetry,True,
data/frequency-sweeps/membw-anomaly-20260819/20260820-221451_5060ti-curvefixed2-gemm_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-curvefixed2-gemm,0.1.0,610.88,13,no-vram-record;no-encoder-telemetry,True,
data/frequency-sweeps/membw-anomaly-20260819/20260821-215215_5060ti-curvefixed925-gemm_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-curvefixed925-gemm,0.1.0,610.88,13,no-vram-record;no-encoder-telemetry,True,
data/frequency-sweeps/membw-anomaly-20260819/20260821-222416_5060ti-splitcurve-membw_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-splitcurve-membw,0.1.0,610.88,10,no-vram-record;no-encoder-telemetry,True,
data/frequency-sweeps/memonly-clean-20260823/20260823-205231_5060ti-memonly-clean-membw-fine_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-memonly-clean-membw-fine,0.3.1,610.88,10,no-vram-record,True,
data/frequency-sweeps/memonly-clean-20260823/20260823-205606_5060ti-memonly-clean-gemm_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-memonly-clean-gemm,0.3.1,610.88,13,no-vram-record,True,
data/frequency-sweeps/memonly-gemm-20260829/20260829-163134_5060ti-memonly-gemm-1237grid-samesession_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-memonly-gemm-1237grid-samesession,0.3.1,610.88,13,no-vram-record,True,
data/frequency-sweeps/oc-comparison-20260819/20260819-142844_5060ti-kittest-stock-gemm-stock_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-kittest-stock-gemm-stock,0.1.0,610.88,13,no-vram-record;no-encoder-telemetry,True,
data/frequency-sweeps/oc-comparison-20260819/20260819-143337_5060ti-kittest-stock-membw-stock_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-kittest-stock-membw-stock,0.1.0,610.88,13,no-vram-record;no-encoder-telemetry,True,
data/frequency-sweeps/oc-comparison-20260819/20260819-162025_5060ti-oc-gemm-stock_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-oc-gemm-stock,0.1.0,610.88,13,no-vram-record;no-encoder-telemetry,True,
data/frequency-sweeps/oc-comparison-20260819/20260819-162516_5060ti-oc-membw-stock_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-oc-membw-stock,0.1.0,610.88,13,no-vram-record;no-encoder-telemetry,True,
